Name,Symbol,Price (USD),Volume (USD),Market capacity (USD),Change (1h),Change (24h),Change (7d)
Fatcoin,FAT,0.0166426849679,1447884.05904,2191097.82122,0.36,1.09,20.13
Lunyr,LUN,0.952061679617,67675.6769413,2187697.86146,0.42,1.50,14.47
Ecobit,ECOB,0.00491066189285,3.31849138004,2182516.3966,-0.11,13.13,-19.41
LEOcoin,LEO,0.0105323479163,15637.5040872,2193727.25571,-9.78,37.64,155.66
Sentivate,SNTVT,0.000952807651688,114990.810445,2175839.70016,0.23,-7.35,-1.62
Global Crypto...,GCC,0.00171129126569,196.581087159,2169032.29251,-11.64,-10.62,19.24
Phantasma,SOUL,0.0371530829032,89449.8361716,2167248.51865,0.77,-0.33,2.20
DeepOnion,ONION,0.133899673605,2870.05668991,2158077.95485,0.02,-4.13,19.79
Zipper,ZIP,0.000132393893003,316149.93496,2144781.04176,1.35,-2.72,4.57
IQeon,IQN,0.571110730122,21204.4721514,2117189.44928,0.13,1.83,-5.22
Gold Bits Coin,GBC,0.0199788422363,0.0,2117130.15348,0.00,0.00,0.00
Starta,STA,0.423612538718,0.0,2116183.97198,0.00,0.00,135.43
Kcash,KCASH,0.00473289790499,482636.109967,2108501.67895,-0.04,1.56,7.42
EncrypGen,DNA,0.0314558128336,1041.4680001,2108479.26891,-0.07,65.71,129.72
Trade Token X,TIOX,0.0247379473854,0.106236583864,2104834.12274,-0.06,9.22,0.04
COS,COS,0.0119813773708,382835.929148,2094288.61328,0.37,4.78,7.18
Eminer,EM,0.00552081399918,898911.878005,2081934.93824,-0.02,0.75,1.91
Bottos,BTO,0.00377498939616,610115.454771,2061144.78886,1.08,2.25,10.19
Vexanium,VEX,0.00291697894825,121917.23137,2053173.90233,-1.11,-0.79,-0.12
Bezant,BZNT,0.00297944888993,116134.614429,2050157.29144,-1.44,-8.01,-6.54
Origin Sport,ORS,0.00680959382429,5190170.55385,2042877.12585,0.11,9.67,32.01
Tidex Token,TDX,0.214845040249,1113.50261278,2042097.90735,-0.57,-2.56,17.42
ImageCoin,IMG,0.13506081984,996486.156682,2025492.66363,-2.76,29.03,53.96
HashBX,HBX,0.00383830417855,1202.18208569,2015433.90067,13.24,-17.80,-37.26
CryptalDash,CRD,0.00200890713798,0.00606754244717,2008907.13798,167.74,59.96,40.24
MIR COIN,MIR,0.00323906050963,3074484.9375,2008351.92079,0.11,3.30,-5.18
Opacity,OPQ,0.0155587288911,531.723534313,2007069.25111,-0.14,2.12,11.82
Blue Whale EX...,BWX,0.0497578381706,136106.729919,2005246.00906,1.47,-1.59,62.66
Omni,OMNI,3.5596188801,514.772039329,2002012.11388,-0.07,-0.94,3.50
SunContract,SNC,0.0161848313025,211648.112902,1986000.23064,-0.13,0.97,10.00
BitDice,CSNO,0.0280512471566,0.0,1963587.30096,0.08,1.75,8.02
POPCHAIN,PCH,0.00219641365508,739.239057153,1960956.69869,-0.06,0.21,-35.01
OneLedger,OLT,0.00546644280163,330327.043162,1958945.2671,-0.40,0.39,2.57
Nexty,NTY,1.24792186115e-05,101270.450027,1954218.5991,0.33,-0.36,7.36
Abyss Token,ABYSS,0.00851262700189,104104.604595,1940965.07906,-0.69,-2.01,-0.76
Swarm,SWM,0.0244864211685,343.247521292,1925970.09463,-0.11,5.02,-7.08
Ergo,ERG,0.452274004726,84547.6163242,1923544.40807,-2.01,-0.93,11.78
Ivy,IVY,0.00297462434819,0.00297462434819,1906796.88834,-0.07,263.68,166.93
Delphy,DPY,0.0305861056332,73120.590647,1902451.10779,0.46,13.25,22.54
Spendcoin,SPND,0.00199375125063,263569.243982,1901343.85846,-0.72,3.04,-1.00
Credo,CREDO,0.00343488541388,0.0,1888814.98947,-0.16,-59.68,51.40
Stealth,XST,0.0555550013913,3802.07467805,1889968.45591,-2.72,-1.13,-15.33
ZClassic,ZCL,0.254384754663,5063.11254989,1870910.83588,-0.17,-2.73,-8.88
Insureum,ISR,0.00870797819044,169486.587753,1863930.39624,-2.70,19.67,84.55
Kleros,PNK,0.00793583590859,2082.82438039,1861523.70996,-0.05,4.78,11.93
Penta,PNT,8.85503766258e-05,28093.2518273,1860825.90811,-3.64,-4.94,4.14
Airbloc,ABL,0.0073684597686,1405981.53482,1859624.01931,2.07,-4.19,22.17
BitTube,TUBE,0.00855035421897,1771.99335043,1858262.4579,-0.15,-0.22,3.72
Lendingblock,LND,0.00237992132194,136445.173665,1841579.48235,0.84,7.35,19.77
Genaro Network,GNX,0.00717561403996,151704.400471,1836113.85996,-0.83,2.79,3.23
Chromia,CHR,0.0154646164389,811684.353192,1825503.33428,0.01,-1.77,-12.18
Boolberry,BBR,0.137987891483,13373.8914927,1822468.66619,-0.07,1.12,8.90
Cryptaur,CPT,0.000151766494485,816.941823725,1816451.764,1.28,11.14,-3.16
Spectrecoin,XSPEC,0.0806563585862,1292.73095975,1810368.37389,-0.36,1.01,12.33
DigitalBits,XDB,0.0143865138043,83688.518909,1807227.93132,-0.05,1.49,42.41
Insights Network,INSTAR,0.0124175455106,1239.02888418,1801834.11948,-0.14,-2.13,-1.03
Lamden,TAU,0.0126672840456,10385.8090799,1801487.02473,-0.32,15.11,9.20
AI Doctor,AIDOC,0.00320291475438,225446.716353,1793510.35783,-0.43,9.37,16.76
EOSDT,EOSDT,0.995345366166,645.618624358,1792032.73674,0.50,-0.87,-1.11
Primecoin,XPM,0.05958761061,5383.63364848,1779209.4756,-3.12,-10.15,-24.08
MEET.ONE,MEETONE,0.000929003189584,301819.565564,1777435.66606,0.07,2.92,0.02
Blocktrade Token,BTT,0.0318712938689,997.537684389,1776020.64692,-0.07,-11.07,33.43
VideoCoin,VID,0.103109951907,1488651.52702,1769759.7193,1.66,3.46,-37.70
Machine Xchan...,MXC,0.00129459945146,90496.4569832,1767639.38099,-0.52,-1.84,-16.03
LinkEye,LET,0.00293704445707,286487.059454,1762226.67424,-0.36,3.98,19.07
Sentinel,SENT,0.00087983872435,32772.1623186,1759651.05279,0.22,-2.99,7.09
SDChain,SDA,0.0011686024225,100542.650712,1752903.60748,-0.06,5.96,6.49
TokenPay,TPAY,0.105922267112,89219.0012734,1747009.33074,0.25,1.80,15.67
Content Neutr...,CNN,4.47313101111e-05,141654.583031,1746096.70177,-0.70,0.38,1.97
TEMCO,TEMCO,0.000551755136632,115941.476484,1740757.49199,6.17,1.53,-13.18
PCHAIN,PI,0.00426283974094,251838.515142,1738707.43563,-0.54,-1.70,10.34
Unikoin Gold,UKG,0.0118450743235,926.539591023,1727572.95353,-0.11,-0.25,10.97
Radium,RADS,0.444793188404,602.946916568,1726272.79282,-0.03,-0.94,27.14
CPChain,CPC,0.00455756961287,108921.231272,1717136.59946,-2.78,3.35,1.83
CanonChain,CZR,0.00302152613836,389004.479966,1704849.48286,-2.45,1.38,6.82
Nimiq,NIM,0.000339288744377,91439.9188124,1702610.40565,0.71,1.81,-6.04
Winding Tree,LIF,0.0794242492959,0.0,1698243.51327,0.00,-0.23,20.65
AMLT,AMLT,0.00703834060654,225.556258961,1696881.11121,-0.02,-2.67,4.30
ShipChain,SHIP,0.00645794079211,0.452041281408,1686533.58859,-0.08,-3.59,4.34
TrueFlip,TFL,0.268464524811,20739.975805,1677169.56652,0.66,28.29,55.46
eosDAC,EOSDAC,0.0025249449793,81344.0624701,1668370.46617,0.37,2.07,6.89
GMB,GMB,0.00320869056431,3091.43385725,1660038.2002,10.49,22.29,1.29
Loopring [NEO],LRN,0.0145536165878,10337.4699551,1653333.50394,-4.85,-10.20,19.50
Callisto Network,CLO,0.000759498542295,3591.03912412,1644772.65498,1.59,1.98,1.03
Colu Local Ne...,CLN,0.0169687189003,0.0,1642854.3143,0.00,0.00,165.13
TurtleCoin,TRTL,2.71633502782e-05,973699.867163,1622877.00547,-0.88,10.87,24.24
Winco,WCO,0.0033481785633,0.0317279794006,1608736.77964,-0.15,56.74,79.72
Bitsdaq,BQQQ,0.000598692729406,11703.8516343,1606983.55206,1.03,0.92,-12.42
Color Platform,CLR,0.0117031803239,7770.38860292,1606030.50289,-0.36,-4.14,7.08
Ulord,UT,0.0116997901981,51250.223237,1600683.33873,2.89,-0.45,29.28
ATC Coin,ATCC,0.00427821593053,198.208942925,1597695.77029,-0.27,3.20,8.05
Smartlands,SLT,0.312439030375,0.0,1593718.89093,-0.64,-16.89,-11.21
1SG,1SG,0.728607846223,4424645.28561,1589424.70777,0.55,0.48,0.80
LoyalCoin,LYL,0.000296871832613,8.45363376476,1589340.81815,-0.14,1.01,9.01
Gene Source C...,GENE,0.00421870498976,336.926544465,1583047.11014,0.15,10.15,-44.73
CanYaCoin,CAN,0.0171629419766,3495.68513412,1582818.61577,0.02,15.96,64.25
UNIVERSAL CASH,UCASH,0.000152678732033,17.5956630206,1580521.75132,-0.10,-23.66,107.37
ATLANT,ATL,0.0290338507062,480.479590305,1572910.04304,-7.74,-3.48,10.56
Brickblock,BBK,0.0208466799316,13873.7640838,1566237.809,-1.06,10.12,7.36
IHT Real Esta...,IHT,0.00157638620375,21064.4756984,1559142.32892,1.47,8.52,7.38
Sealchain,SEAL,0.00838828986948,53554.7734471,1558657.42861,-2.90,-1.83,-50.66
Cryptopay,CPAY,0.0227645269569,0.0227645269569,1556138.26218,-0.07,2.08,8.95
YGGDRASH,YEED,0.000285174449096,51325.4456612,1553463.74112,-0.29,2.16,2.12
DACSEE,DACS,0.00205221255414,0.0,1549355.59634,0.00,0.00,0.00
HTMLCOIN,HTML,2.89991287681e-05,1049.917371,1538906.40099,-0.15,-1.32,32.28
AIDUS TOKEN,AID,0.00170315167794,None,1537010.09108,0.00,0.00,-36.25
OKCash,OK,0.0204815384861,3445.1964065,1533447.435,-0.03,-0.90,2.10
NeoWorld Cash,NASH,7.06097588278e-05,119747.334922,1527052.59651,0.04,2.80,-2.19
Futurepia,PIA,0.00168460868698,1828.19542231,1511495.57598,-0.71,1.23,-26.29
PlatonCoin,PLTC,0.258507428787,87096.1528656,1502957.53783,5.73,-0.83,3.51
NAGA,NGC,0.0207995005203,664.629269558,1496735.48549,-0.18,-0.18,16.05
ALIS,ALIS,0.0379460237174,11.4189257882,1494726.05993,-0.14,1.65,-22.00
Rankingball Gold,RBG,0.00392257964651,1477.00651418,1488014.31524,-0.06,2.06,8.96
BitGreen,BITG,0.150873364992,5095.54144109,1486362.29823,0.65,-0.19,30.23
HBZ coin,HBZ,0.00151194705524,24011.4790089,1479962.85788,3.82,0.80,-3.04
MultiVAC,MTV,0.000603277394602,54871.4551727,1474644.55995,-0.08,2.95,3.32
CoinPoker,CHP,0.00496113551284,1645.15419778,1472497.4118,0.05,1.41,40.92
BitNewChain,BTN,0.0081669602934,39.6604415786,1467617.42442,0.22,0.48,25.97
X-CASH,XCASH,2.97997384459e-05,6860.34052978,1466357.18325,-0.35,0.45,3.90
MenaPay,MPAY,0.014547461891,278206.750998,1457650.87507,0.36,4.47,13.32
Proton Token,PTT,0.000175734700244,600646.764693,1450599.06011,0.16,-8.44,39.44
Blockport,BPT,0.0271574483468,2649.60061859,1450287.40672,-4.58,-2.38,43.51
Apex,CPX,0.00301862843845,94289.1343658,1426580.63679,-0.36,2.29,-1.56
Omnitude,ECOM,0.0220068079649,3907857.26447,1426333.8761,0.86,0.84,-4.18
CashBet Coin,CBC,0.00877196356585,5905.34178565,1421827.40971,-0.07,3.70,8.27
Unibright,UBT,0.0101731816348,77554.6546031,1419964.74981,-0.67,0.47,19.23
Peculium,PCL,0.000694214882596,41097.6263504,1416334.13316,0.14,1.86,57.16
Myriad,XMY,0.000828449126852,261.563124355,1415975.72045,-0.07,2.14,9.14
Observer,OBSR,0.0010563651991,199.851309526,1414397.77531,0.68,2.58,28.61
SpaceChain,SPC,0.00273463379269,317.278119236,1410861.88707,-0.23,5.44,63.62
Cryptocean,CRON,0.216572748776,62515.4275694,1401061.95558,5.28,-5.46,4.38
Maecenas,ART,0.0239863798064,247.178656716,1399916.84261,-0.15,-4.72,5.87
indaHash,IDH,0.00348401602834,207.889089032,1393384.33507,-0.47,-0.30,-12.34
Ampleforth,AMPL,1.05684465275,1316405.12244,1388886.52276,2.29,4.32,8.32
ELA Coin,ELAC,0.00757729520707,1374387.69668,1388455.11341,-2.44,1.36,7.40
Proxeus,XES,0.00682065666767,0.0,1386232.64837,0.00,0.00,-2.30
Kuai Token,KT,0.142324917269,4409871.56367,1383867.98478,0.04,1.28,2.44
0Chain,ZCN,0.0344411011044,1582.83837906,1381679.37023,1.23,-1.73,12.54
Phore,PHR,0.0712650768686,180.840104798,1379004.25169,-0.33,1.44,0.36
Wowbit,WWB,0.00495045686222,27784.4580642,1375126.90727,2.85,-2.01,1.36
DECENT,DCT,0.0267917886611,59.0752328093,1374581.89352,0.81,-1.01,4.71
Flowchain,FLC,1.97797285757,152808.541026,1364945.66374,-0.13,3.90,-24.80
carVertical,CV,0.000177847549647,64020.7638513,1360692.6823,-0.71,2.92,10.89
SpankChain,SPANK,0.00452112498095,4055.50404296,1356533.64781,0.31,4.94,27.21
Substratum,SUB,0.00354053770642,1643.21824373,1356100.29271,-0.22,-10.92,0.72
I/O Coin,IOC,0.0757332450371,869.765489789,1350362.75969,-0.05,2.84,27.02
Qwertycoin,QWC,1.26486745725e-05,531.099493098,1342325.03327,1.78,4.73,32.27
Dynamic,DYN,0.0902661124584,11056.9315969,1340195.8571,-0.11,-7.48,0.49
Terracoin,TRC,0.0580322075739,668.073153692,1330991.68644,-1.59,3.16,55.92
Stronghold Token,SHX,0.000392770443167,0.0,1326415.68387,-10.21,-13.57,2.16
DaTa eXchange,DTX,0.0170765743644,6567.16367047,1314286.6015,-0.85,4.07,-16.94
MobileGo,MGO,0.0131367904193,981412.604004,1313638.01573,0.26,-1.76,61.85
VegaWallet Token,VGW,0.0935160006895,1126.65202971,1310280.08582,-0.61,-0.37,6.93
Quanta Utilit...,QNTU,4.47406428246e-05,1803.21557097,1309987.33882,-4.61,-21.81,-19.29
Curecoin,CURE,0.0536900128693,8852.10875905,1305981.39538,-2.47,-2.16,13.50
LikeCoin,LIKE,0.00275294681872,275.294681872,1303737.15452,-0.14,-19.57,13.51
DreamTeam Token,DREAM,0.0360409830674,1416.66720695,1303203.51563,-0.09,-0.26,0.27
Qitmeer,HLC,0.0033481785633,36008.3455918,1302474.92554,0.98,0.24,-19.67
bitUSD,BITUSD,0.453865485926,57.3675036924,1298763.31991,-0.32,-24.93,-20.49
BANKEX,BKX,0.00536940623684,143998.015192,1298005.26862,25.91,41.16,28.04
Friendz,FDZ,0.00249048914883,51838.8969789,1287365.43272,-0.05,-4.45,4.93
Grid+,GRID,0.0327023671082,0.0,1283126.13272,0.00,0.00,6.71
Vanta Network,VNT,0.000689599222284,2810.55821501,1276226.59587,-2.19,-0.88,-9.54
YEE,YEE,0.000930691272618,95735.3624836,1270596.59416,-0.47,2.24,14.76
Bismuth,BIS,0.0918083310929,1797.76006729,1261351.26398,-3.22,1.85,8.89
COTI,COTI,0.00854878380984,281279.086967,1250573.05625,0.81,8.34,10.73
ZeuxCoin,ZUC,0.00656515123878,57608.0811911,1247378.7288,9.48,-9.78,43.65
Safe Haven,SHA,0.00041420764579,12513.5687714,1245048.28716,-0.11,14.10,-1.85
Effect.AI,EFX,0.00492273813953,168.624012261,1241359.62701,-0.19,7.42,40.88
Lisk Machine ...,LML,0.0102218577562,614.804826949,1226622.93074,-20.00,-19.92,-20.30
Bloom,BLT,0.0227649822565,303.527375155,1221175.03436,-0.07,-19.75,-20.11
Fast Access B...,FAB,0.0429499331907,415.037659902,1216347.0472,-18.73,-17.01,1.43
WeTrust,TRST,0.0131418955531,327.168133216,1210992.82048,0.35,-5.29,-5.45
Fountain,FTN,0.0136557306898,130921.524861,1210917.24716,-1.25,-9.07,-0.65
PotCoin,POT,0.00536164566634,164.855189509,1195659.53492,-1.44,1.12,7.47
Peerplays,PPY,0.264368025263,59071.53942,1190063.49236,-0.81,-10.58,-45.11
Kryll,KRL,0.0474357083756,1826.57738945,1186394.59958,-0.13,1.39,7.12
ChatCoin,CHAT,0.00171303163479,339250.678581,1181992.92435,-0.24,2.87,6.45
ZumCoin,ZUM,0.00118573457835,74.5120377631,1172477.46248,-0.11,-10.63,-24.60
Eden,EDN,0.0019269568126,746726.519283,1156174.08756,-1.48,-2.54,4.00
Sessia,KICKS,0.195170159523,58285.4244905,1146984.03731,0.24,2.08,2.55
Rubycoin,RBY,0.0416466826564,0.0,1141244.31103,0.00,0.00,0.00
BonusCloud,BXC,0.000420524874264,3020.48505037,1136286.95013,1.46,0.71,2.05
GridCoin,GRC,0.00268082283317,647.150040253,1134436.75079,-2.29,0.37,10.63
QChi,QCH,0.0347424299707,135370.666945,1126988.27769,-0.41,1.75,27.36
Own,CHX,0.0112871243351,386420.192918,1125540.88999,-1.55,-7.12,-16.53
Moneytoken,IMT,0.000118842488091,52473.5547645,1120724.77523,0.47,-2.73,2.08
PetroDollar,XPD,0.0174978609703,0.0,1119745.42701,-0.08,5.11,34.06
Akropolis,AKRO,0.00153215412485,292140.939951,1118474.07394,-0.23,-5.83,-19.17
Nasdacoin,NSD,0.0534278124568,252229.656399,1117903.60702,-3.74,5.73,19.47
CyberMusic,CYMT,7.44039680734e-05,0.744039680734,1116059.5211,-0.14,1.01,-8.74
Blockium,BOK,0.00171129126569,205503.759819,1111483.67707,-0.15,190.40,148.94
Metrix Coin,MRX,7.44039680734e-05,235.218595642,1110525.49107,0.96,1.04,-45.58
LUXCoin,LUX,0.163642155725,750.751513886,1109955.80208,-0.14,13.12,28.64
Carboncoin,CARBON,7.19069326845e-05,0.0,1106793.12895,0.00,0.00,0.00
e-Gulden,EFL,0.0641908133943,39.3489044199,1098023.53303,-0.30,0.19,13.17
Happycoin,HPC,0.046033735047,30.1779592751,1091641.10446,-0.12,-2.02,4.54
EBCoin,EBC,0.000237457782978,294.075002349,1088831.3398,-0.06,-9.48,-14.90
Smartshare,SSP,0.000233485289031,187573.038103,1083352.80793,-1.17,6.73,30.52
Sentient Coin,SEN,0.000799842656789,12039.9372192,1076418.80565,-0.14,-3.19,-8.95
Primas,PST,0.0203612602893,26460.2020977,1072887.02625,-0.20,7.41,18.91
Beetle Coin,BEET,0.00512810682687,22788.7126204,1065808.44186,2.03,12.56,7.29
Diamond,DMD,0.315916690985,422.825906313,1065730.65487,0.54,0.19,-1.99
Covesting,COV,0.0591629030443,283.915413257,1064932.2548,-0.54,0.60,-2.55
NeuroChain,NCC,0.00250627231686,47667.4195257,1062143.49785,-0.36,2.46,15.34
LIFE,LIFE,4.52944200319e-05,43604.9461308,1061813.02333,2.46,34.37,79.53
Traceability ...,TAC,0.00153801290363,6667.91718699,1061678.4559,-5.66,-40.94,-47.72
OBITS,OBITS,0.0693348649098,7230.40214281,1061120.60235,0.13,1.56,164.26
W Green Pay,WGP,0.0808304122294,156145.521865,1059270.45796,-1.46,-4.63,2.69
Switcheo,SWTH,0.00202333384316,1273.6520477,1057585.82198,-0.25,2.41,6.69
Beaxy,BXY,0.00706837696697,2242.8050145,1054569.68942,-0.15,3.18,11.71
ICE ROCK MINING,ROCK2,0.0669129905282,64325.509681,1052158.0634,-0.06,13.55,51.15
NativeCoin,N8V,0.0470541315815,47061.2143153,1048465.34953,0.15,-1.12,14.99
DAEX,DAX,0.00295550135895,366642.744539,1048217.91842,10.40,14.57,15.54
Footballcoin,XFC,0.00277726709998,66277.3833961,1040532.35261,-1.23,1.44,7.14
Skychain,SKCH,0.138986612361,4362.35610777,1040358.03904,-0.15,-1.46,-22.73
Ubex,UBEX,0.000332627266025,977852.427967,1033387.67291,-0.72,1.74,2.35
FNKOS,FNKOS,0.00661189535547,0.0,1028498.14608,0.00,0.00,7.78
Plair,PLA,5.10665766721e-05,11956.7743851,1014106.06223,-3.02,-1.48,2.67
MassGrid,MGD,0.0133320261818,0.0,1006767.51756,0.00,-0.24,-9.71
Bean Cash,BITB,0.000297869203686,15.1917761918,1000410.10339,-0.03,-17.37,-32.45
aXpire,AXPR,0.00351901257702,502.372520782,994592.605623,-0.18,0.39,5.76
Chronobank,TIME,1.39935648022,31509.9483642,993700.96348,-3.43,4.18,15.18
Medicalchain,MTN,0.00319576373965,77486.5895864,986394.728594,-0.93,5.97,11.90
Zebi,ZCO,0.00434442259483,316.559384457,982402.223935,-0.17,15.41,118.29
Mysterium,MYST,0.0414833343836,18.1406701883,982014.296267,-0.09,16.78,29.17
Expanse,EXP,0.0567632519699,61718.1718754,981218.155588,-3.54,28.06,42.08
BOMB,BOMB,1.02290337134,46579.3119468,976908.521248,-3.35,14.53,24.03
Adshares,ADS,0.0280018451198,4348.84386758,975905.588218,-0.93,-4.72,10.02
CEEK VR,CEEK,0.00193748776473,0.0,975822.41689,0.00,1.70,2.45
Cashbery Coin,CBC,0.014479762104,1352.54011242,972847.633953,-0.02,-6.42,-11.72
Paypex,PAYX,0.0141680535664,30864.8565072,969502.454615,5.28,-2.11,11.96
nOS,NOS,0.00942876722667,37452.2175454,966448.640734,-0.51,1.93,-1.76
Elite,1337,3.63950025984e-05,0.0332604829996,965766.171099,-0.16,19.14,6.03
Edgeless,EDG,0.00824846907939,737.152477879,965458.288136,0.62,2.38,10.96
EXRNchain,EXRN,1.0367730189e-05,18687.5860627,959015.042483,-0.14,3.74,-14.18
Ink,INK,0.00206571512843,2246.42740789,958306.993697,-5.36,-12.69,-17.54
Paytomat,PTI,0.0051695247193,65190.2174858,958292.371336,-0.53,0.73,9.36
Coinsuper Eco...,CEN,0.00250132740084,291.936843818,952736.653406,-0.08,-0.89,-5.64
Pascal,PASC,0.0325611683699,16521.1932656,952487.437448,8.83,12.55,-21.18
Humaniq,HMQ,0.00511422536735,68813.0792398,950282.884301,0.04,11.08,5.84
Mooncoin,MOON,4.1832956965e-06,31.3591459,946516.504807,-0.43,-5.19,-20.45
Azbit,AZ,1.32447373607e-05,99743.3438282,946587.655391,0.22,-11.83,-5.14
Crown,CRW,0.0401225752786,475.189700592,945368.082019,-0.03,3.39,8.53
AmonD,AMON,0.00176351838592,341259.480308,940705.850493,-0.58,-11.90,-26.00
HempCoin,THC,0.0037093058374,11.8402399918,940474.275264,-0.05,214.82,66.01
Business Cred...,BCS,0.551619837433,96025.6480046,934937.875699,-0.37,-0.88,-36.68
ugChain,UGC,0.00164145499096,208070.236949,933728.604183,0.00,0.53,-2.43
Teloscoin,TELOS,0.00752492391842,8772.32178864,928545.942153,-0.05,3.50,42.00
DABANKING,DAB,0.252398732002,3638.58792732,922945.409331,4.37,3.37,46.43
Spiking,SPIKE,0.00208331110606,1868883.1413,922687.234786,10.36,-1.36,-0.57
Orbitcoin,ORB,0.286699108548,13.6348883314,923347.816229,-0.08,6.38,4.68
ProChain,PRA,0.0185113401975,46764.5170444,917472.916192,-1.29,-0.78,-10.15
Niobium Coin,NBC,0.0186232518827,3845.23657665,916779.25283,-0.01,0.12,14.72
Snovian.Space,SNOV,0.00318709751592,213.432576111,913630.721285,-0.07,68.75,473.05
Rapids,RPD,7.44039680734e-05,122.867829113,906580.536678,-0.14,1.01,9.93
HashCoin,HSC,7.01180182102e-05,503.349213204,901991.968576,0.22,-0.27,-3.61
Datum,DAT,0.000898208709453,203413.985641,899946.855029,0.26,2.80,19.91
NOIA Network,NOIA,0.0075238504546,29207.25065,896345.272419,0.28,0.68,-10.23
MargiX,MGX,0.00601627082042,346389.917123,895424.809008,-0.29,0.78,10.98
Datawallet,DXT,0.00224379488576,49268.0784897,875578.633512,0.43,0.29,165.92
Howdoo,UDOO,0.00894089505118,59075.6236388,874610.060489,0.44,-0.13,31.21
SINOVATE,SIN,0.00135760029379,12458.1166231,872902.248608,-0.15,-6.12,-1.85
Naka Bodhi Token,NBOT,0.0144369543115,564.298431648,866217.25869,-4.56,3.80,13.48
Presearch,PRE,0.0055625486786,7732.73624764,862195.045183,-0.90,0.39,6.91
Q DAO Governa...,QDAO,12.1428415356,3.64285246069,860802.584371,-0.06,444.36,-29.22
Education Eco...,LEDU,0.00394455073158,0.0,859083.138111,0.00,0.00,0.00
Open Platform,OPEN,0.000811839985026,11641.7487599,858716.796076,1.21,-7.91,6.33
WhiteCoin,XWC,0.00216244744926,12630.1367508,541008.950794,-26.34,-21.48,-28.56
TrueFeedBack,TFB,0.000401575083645,108961.77788,856086.127722,0.31,5.72,4.44
Actinium,ACM,0.0535071659948,6145.78774554,855946.108344,-0.74,-19.19,10.84
SolarCoin,SLR,0.0153358176599,190.45361028,854129.05724,-0.63,2.45,15.10
CargoX,CXO,0.00547854661507,3915.28946066,850370.31048,19.85,5.53,27.60
DECOIN,DTEP,0.0323657261119,4045.99559732,841373.024028,-8.75,-7.52,-0.36
Nebula AI,NBAI,0.000664009233064,26.3644316963,833293.875025,-0.07,0.34,-2.93
ADAMANT Messe...,ADM,0.0100365852978,0.0,832829.170169,0.00,0.00,10.15
BitCrystals,BCY,0.0364707276822,16.2768857646,832132.394871,0.02,6.48,5.20
Waves Communi...,WCT,0.08303937742,66.6158493539,830390.867822,-0.55,7.52,25.71
PIBBLE,PIB,0.000110234600125,528.02087859,824263.946149,-0.06,0.21,-11.51
Trias,TRY,0.000919418879892,131562.007109,820973.933416,0.02,-4.26,5.22
Tolar,TOL,0.00326284856353,185665.984894,819714.961904,0.97,4.23,8.12
IG Gold,IGG,8.49912271774e-05,4691.58846867,817438.681761,-0.01,0.30,-1.25
Merculet,MVP,0.000335065608459,21418.982483,815808.583997,0.84,2.85,-2.39
Nework,NKC,0.00550912570608,15599.7866166,813070.773595,-0.37,1.87,8.69
VeriCoin,VRC,0.0250458865032,6147.41563666,808820.767756,-0.23,2.18,2.08
ZPER,ZPR,0.000612837418912,4207.09047787,805821.648018,-0.23,-0.61,-7.89
Dimecoin,DIME,1.49529590665e-06,225.660578972,806109.149448,-0.29,1.78,7.97
Next.exchange,NEXT,0.287392362239,348.038909609,792003.512315,-0.06,-4.26,18.44
Mcashchain,MCASH,0.00613042142935,12066.7806816,789163.132611,-1.27,-5.38,-13.35
Blockchain Ce...,BCDT,0.0227602091986,30.3533096754,787721.385103,-0.06,17.66,30.71
Prometeus,PROM,0.203721888027,68969.2147791,784329.268904,-2.92,0.72,8.17
Enecuum,ENQ,0.0189575909374,62320.6105436,784169.256903,0.57,3.55,-12.60
Optimal Shelf...,OSA,0.000561498496762,4022.18833851,780368.710217,-2.76,-3.43,-1.97
Quasarcoin,QAC,0.00462010885061,2285.52459818,777817.138475,-4.27,18.55,34.78
BOOM,BOOM,0.00100200432316,11046.7289101,774646.580233,0.55,-24.41,11.01
Shift,SHIFT,0.0569674852049,1403.26554283,773822.432557,-0.01,-15.04,-34.97
Neurotoken,NTK,0.00974559593548,613.445611556,768992.01294,-0.05,-20.89,2.05
SIBCoin,SIB,0.0424487615318,174688.560428,765188.263356,0.98,-1.14,6.01
SureRemit,RMT,0.00152051909829,0.0,760259.549145,0.07,3.91,-23.98
WeShow Token,WET,0.00475725344323,2386688.92222,759890.036849,-0.45,-3.60,-1.57
Faceter,FACE,0.00160696730915,2581.25259081,756276.675032,-0.11,3.78,20.34
Carboneum [C8...,C8,0.014604837532,0.0,755231.544032,0.00,0.00,0.00
BitcoinZ,BTCZ,0.00012941914488,5329.66225813,750831.343981,-0.90,-5.43,28.88
RedFOX Labs,RFOX,0.00693892718683,28862.5157661,748727.875273,0.99,4.58,-5.09
EchoLink,EKO,0.00147777034537,65075.1622001,738885.172685,-0.44,4.55,4.41
Pinkcoin,PINK,0.00178773962738,1059.69219667,739182.031475,-0.05,3.58,4.81
Sphere,SPHR,0.0591270369316,529.272543467,738162.268596,-0.03,7.49,10.98
Kambria,KAT,0.000598985276266,21487.4347815,737078.245701,0.77,2.43,12.46
NewYorkCoin,NYC,5.48608100136e-06,65.6001971992,735269.750109,-0.40,18.30,34.65
